Table 1
County Name,Flown Over X Times,Lattitude Centroid,Longitude Centroid,
'Humphreys County',94,36.0408188808,-87.7756333583,
'Gove County',189,38.9160955531,-100.48290474,
'Howard County',611,39.2507169303,-76.9311943444,
'St. James Parish',77,30.0262964539,-90.7963157853,
'Arlington County',158,38.8785834577,-77.1009715341,
'Collingsworth County',118,34.9648839235,-100.270065923,
'Wise County',673,33.2158995718,-97.6544621205,
'Jones County',157,33.0251331683,-83.5605241695,
'Green County',172,42.6800090555,-89.6022219559,
'Rapides Parish',335,31.1986202778,-92.5331996257,
'Phelps County',122,37.8771285847,-91.7923648921,
'Wilkin County',29,46.3570765653,-96.4683496086,
'Pike County',170,39.6224801785,-90.8863042728,
'Hinsdale County',179,37.8213415755,-107.300311758,
'Johnston County',87,34.316508267,-96.6605948986,
'Bracken County',94,38.688812974,-84.0901906655,
'Florence County',24,45.8484671945,-88.398113352,
'Richland County',28,46.2646373267,-96.9482619139,
'Clearwater County',79,46.6737194276,-115.65690713,
'Todd County',12,43.1933721852,-100.71843535,
'Turner County',41,43.3108677533,-97.1486602361,
'Oneida County',167,43.2417469044,-75.4358401731,
'Platte County',128,42.1330537308,-104.965815501,
'Benton County',216,46.2398610144,-119.511127184,
'Jefferson Parish',144,29.6774585804,-90.0977653992,
'Accomack County',711,37.7649390453,-75.7565570848,
'Kent County',385,43.0321563061,-85.549296283,
'San Joaquin County',664,37.9347459676,-121.271403235,
'Gloucester County',443,39.7172646082,-75.1414130536,
'Taylor County',96,40.7374323606,-94.6964147623,
'Marion County',83,38.6495781117,-88.9189811153,
'Scott County',179,41.6370978319,-90.6232428034,
'Dodge County',128,41.5778862866,-96.6539833969,
'Brazoria County',211,29.1678318425,-95.4342547974,
'Irwin County',45,31.6022829517,-83.2763750394,
'Moniteau County',67,38.6327516348,-92.5830546608,
'Burke County',218,35.7496106399,-81.7047784739,
'Woodbury County',54,42.3897291621,-96.0447949019,
'Union County',229,30.0438391148,-82.3714410129,
'Rabun County',104,34.8817246173,-83.4020764834,
'Shelby County',70,38.2154382436,-85.1947770123,
'Clarendon County',209,33.665806061,-80.2164049721,
'Benton County',275,36.3387382969,-94.2561015344,
'Russell County',82,32.2883800156,-85.1849624464,
'Bryan County',182,33.9622404194,-96.2597620936,
'Ouachita Parish',124,32.4783131468,-92.1548701323,
'Imperial County',700,33.0395904342,-115.365336962,
'Washington County',71,44.4524547726,-116.784781333,
'Pipestone County',45,44.0229951536,-96.2586448321,
'Latah County',49,46.8161762124,-116.711723179,
'Lake County',138,47.6459064305,-114.089374334,
'Seward County',189,37.1933028033,-100.851287248,
'Thomas County',99,30.8636815475,-83.9193134094,
'Union County',208,34.6892815822,-81.6194154302,
'Clark County',384,45.7791445679,-122.482577988,
'Ellsworth County',117,38.696627674,-98.204730294,
'Adams County',66,31.482942855,-91.3534982605,
'Livingston Parish',138,30.4401362441,-90.7279074417,
'Douglas County',709,39.3297243092,-104.929559461,
'Lake County',185,39.0996453445,-122.753183909,
'Bacon County',180,31.5536748311,-82.4526850982,
'Knox County',158,40.9318279821,-90.2132382621,
'Wichita County',144,38.4820845404,-101.34735565,
'McHenry County',546,42.3243507876,-88.4524199255,
'Deuel County',94,41.1115978115,-102.333949943,
'Drew County',61,33.5894557062,-91.720023319,
'Jefferson County',258,33.5543385118,-86.8963982424,
'Dade County',166,34.854520662,-85.5045272078,
'Henderson County',94,40.8181139287,-90.925108658,
'Jones County',58,31.6225588057,-89.1687933116,
'Blue Earth County',52,44.034587103,-94.0670290696,
'Maury County',84,35.6169396312,-87.0770139545,
'Jim Wells County',101,27.7313380332,-98.0898862446,
'Jackson County',125,39.416820119,-95.793663658,
'Wallowa County',61,45.5798653729,-117.181020009,
'Poquoson city',167,37.1502697208,-76.2705623776,
'Chester County',184,34.6920572921,-81.1595312709,
'Clark County',5965,36.2151963075,-115.013561058,
'Allegany County',277,42.2573913511,-78.027560601,
'Franklin County',85,34.3754273152,-83.2291886374,
'Harrison County',61,38.4418035091,-84.3313958343,
'Greene County',130,39.8537998099,-80.2228738585,
'Aitkin County',46,46.6082572906,-93.4154290883,
'McLennan County',241,31.5523801522,-97.2017864999,
'Sumner County',207,36.4694088387,-86.4603553659,
'Walton County',195,33.7815571316,-83.7338466262,
'Orange County',40,44.0056617687,-72.3768216078,
'Decatur County',129,39.3069999343,-85.5011430488,
'Alleghany County',101,37.7877775498,-80.0061751875,
'Rock County',35,43.6746303972,-96.2532076471,
'Brown County',102,38.9340476576,-83.8674279187,
'Douglas County',125,36.9325975948,-92.4988057662,
'Searcy County',125,35.9109060184,-92.6995245166,
'Montgomery County',57,33.4941024198,-89.6163956957,
'Hopkins County',190,33.1495558982,-95.5639501637,
'McCurtain County',251,34.1153249768,-94.7713788557,
'Herkimer County',74,43.4197021208,-74.9624979781,
'Union County',208,36.2878738806,-83.8375139145,
'Ashland County',29,46.7007124229,-90.5645053525,
'Clinton County',317,41.2340543656,-77.638105834,
'Vilas County',15,46.0528985901,-89.514845622,
'Linn County',74,42.0789535271,-91.5990228598,
'Muscogee County',75,32.5099583696,-84.8770429861,
'Atchison County',76,39.5317400033,-95.3134446486,
'Isle of Wight County',145,36.906729139,-76.7091264828,
'Washington County',325,43.3684799638,-88.2307624873,
'Stewart County',142,36.5011043566,-87.8384575868,
'Rio Blanco County',2,39.9798357499,-108.217225788,
'Morgan County',536,40.2627443761,-103.809822237,
'Forsyth County',238,36.1306195485,-80.256300016,
'Sullivan County',254,41.4461591184,-76.5121412893,
'Jewell County',84,39.7847320849,-98.2183408742,
'Blaine County',118,35.8752484216,-98.4334742816,
'Kittitas County',304,47.1242661519,-120.679683235,
'Graham County',169,39.349716037,-99.8832526271,
'Autauga County',125,32.5349201866,-86.642749235,
'Okanogan County',38,48.5487141288,-119.740857456,
'Garrett County',96,39.5288947088,-79.2729932831,
'Clark County',322,38.47719455,-85.7072716297,
'Outagamie County',219,44.4160919594,-88.464932258,
'Crawford County',131,35.5884840734,-94.2429568096,
'Lincoln County',168,41.047767486,-100.745233846,
'Cass County',117,33.0775359877,-94.3435927798,
'Tate County',60,34.650325267,-89.9447795242,
'Henry County',191,41.3531364976,-90.1314083142,
'Lincoln County',36,44.6458436266,-123.907654696,
'Greene County',89,39.3561681629,-90.3904985092,
'Vernon Parish',293,31.1082936995,-93.1841466986,
'Washington County',137,36.7244585691,-81.9598229888,
'Calhoun County',58,33.9364500127,-89.336445157,
'Iron County',20,46.3170555846,-90.264452745,
'Presque Isle County',102,45.4493130951,-83.5277564528,
'Sullivan County',238,41.7164225715,-74.7681429805,
'Lee County',365,35.4751864248,-79.1714836119,
'Lincoln County',144,39.0453280683,-98.2076985187,
'Rockdale County',366,33.6542354352,-84.0266082893,
'Burt County',60,41.8515631921,-96.3286044718,
'Barbour County',94,31.8696032448,-85.3931969755,
'Rice County',121,44.3542643029,-93.2966783051,
'Towns County',58,34.9167055034,-83.7372785445,
'Tyler County',35,39.4652776369,-80.8848251911,
'Douglas County',287,47.7361089311,-119.691774627,
'Coke County',129,31.8885309869,-100.529910767,
'New Hanover County',189,34.1815553357,-77.865597569,
'St. Mary''s County',400,38.2158624014,-76.5290606633,
'Torrance County',877,34.6404621514,-105.850819579,
'Chase County',102,38.3020458533,-96.593928638,
'Bryan County',161,32.013224335,-81.4424722248,
'Ritchie County',67,39.178267375,-81.0629473806,
'Beaver County',714,38.3570143624,-113.235717851,
'Saginaw County',56,43.3350287366,-84.0531870389,
'Magoffin County',58,37.7064741502,-83.0649145355,
'Telfair County',70,31.929800968,-82.9389875255,
'Osceola County',35,43.3785703546,-95.6236852015,
'Saline County',68,37.7531363894,-88.5407417954,
'Breckinridge County',61,37.7732676848,-86.4292775361,
'Belmont County',175,40.0158001655,-80.9885424488,
'Martin County',29,43.6743620902,-94.551070329,
'Whiteside County',251,41.7562548803,-89.9141029918,
'Quitman County',69,34.2514096075,-90.2891244706,
'Wilkinson County',72,31.1610674632,-91.3109179158,
'West Feliciana Parish',79,30.8797727288,-91.4200286829,
'Juab County',474,39.7027072964,-112.784789329,
'Stephens County',141,34.4855798533,-97.8515306642,
'Shelby County',79,39.7977760151,-92.0766157427,
'Sunflower County',152,33.6023128883,-90.5886186268,
'Chattooga County',120,34.4750152607,-85.3452913609,
'Spencer County',166,38.0325101344,-85.3278488189,
'Houghton County',30,46.9915439408,-88.6520579518,
'Pope County',98,35.447636026,-93.0341542751,
'Jefferson County',67,46.1484599385,-112.093784553,
'Fairfax County',145,38.8345659231,-77.2762195686,
'Anderson County',147,36.1184426301,-84.198463003,
'Washington County',318,40.1894007554,-80.248244362,
'Mason County',241,47.350535135,-123.183009775,
'Missoula County',165,47.0365253041,-113.923741221,
'Guthrie County',96,41.6837548102,-94.5010550107,
'Glynn County',292,31.2132418055,-81.4936975935,
'Gregory County',38,43.1923769434,-99.1856121911,
'Barnwell County',219,33.2660636336,-81.4350227718,
'Etowah County',177,34.0452544,-86.034762324,
'Buffalo County',59,44.3798321501,-91.7544696581,
'Medina County',355,41.1175705357,-81.8997238467,
'Franklin County',36,46.5347308489,-118.898842401,
'Butler County',135,41.226077466,-97.131768846,
'Henry County',124,38.385163021,-93.7927500298,
'Phillips County',85,39.7845831125,-99.347022123,
'Riley County',138,39.2965532011,-96.7351769755,
'Hale County',155,32.7626642246,-87.6291176816,
'Rockwall County',626,32.8977580696,-96.407781044,
'Custer County',89,44.2411163796,-114.281712396,
'Hubbard County',34,47.108629802,-94.9166206034,
'Saline County',82,40.5240610865,-97.1409086996,
'Bedford County',147,35.5137978753,-86.4588856967,
'Baker County',98,44.7091742748,-117.675363456,
'Ventura County',2190,34.3575285169,-119.126027193,
'Calhoun County',60,42.3851848526,-94.6404136047,
'Clearfield County',306,41.0001918546,-78.4741251099,
'Baraga County',26,46.6997094485,-88.3521803449,
'Ward County',11,48.2217054336,-101.541784418,
'Tippah County',119,34.7684002341,-88.9088980221,
'Mariposa County',479,37.5815223099,-119.905517029,
'Scott County',158,44.6484737252,-93.5358982367,
'Lawrence County',88,35.2172743542,-87.3955844374,
'Bamberg County',347,33.214771,-81.0542337736,
'DeKalb County',366,41.8935293191,-88.7703159232,
'Hemphill County',97,35.8375699223,-100.270473266,
'Randolph County',90,36.341483312,-91.0277165202,
'Haralson County',188,33.7942334247,-85.2110263502,
'Alexander County',105,35.9210263138,-81.1770268506,
'Chester County',86,35.4217523265,-88.6134615499,
'Wayne County',52,40.7394701918,-93.3273638708,
'Nelson County',8,47.9216811843,-98.1920324671,
'Mercer County',325,41.3021937169,-80.2577062656,
'White County',60,38.0874875679,-88.1795748823,
'Fond du Lac County',132,43.7535894574,-88.4882631121,
'Kewaunee County',77,44.5059941907,-87.3072532822,
'Parmer County',4,34.5301133129,-102.784538195,
'Russell County',166,38.9147788411,-98.7623510222,
'Richland Parish',57,32.4177916678,-91.7634818429,
'Winston County',131,34.1492251125,-87.3736834128,
'Foard County',281,33.9746150928,-99.7779848782,
'San Bernardino County',2392,34.8414378315,-116.17846142,
'Douglas County',385,41.2953518815,-96.1544786904,
'Fairfax city',989,38.8530983407,-77.2997880719,
'Fayette County',41,38.0423302608,-84.4587221937,
'Pottawatomie County',150,35.2066555213,-96.9483597747,
'Eau Claire County',100,44.7267746477,-91.2859815878,
'Livingston County',240,40.8915578871,-88.5577158078,
'Lyman County',20,43.8958184046,-99.847385514,
'Webster Parish',58,32.7134544164,-93.3349833098,
'Yuba County',139,39.2690076722,-121.351262732,
'St. Charles County',544,38.781907067,-90.6748987038,
'Evans County',126,32.1567629596,-81.8868846224,
'Glasscock County',26,31.8694627053,-101.520802191,
'Foster County',21,47.457077544,-98.882985338,
'Merrick County',65,41.1690382608,-98.0379852209,
'Taylor County',57,45.2115438874,-90.5012525364,
'Pike County',96,31.1749078562,-90.4041605467,
'Woodford County',161,40.7882358798,-89.2111061648,
'Fountain County',129,40.1208707645,-87.2419916982,
'Ashley County',108,33.1912219797,-91.7684475565,
'Grant County',94,41.9149937091,-101.740518753,
'Craig County',121,36.7617766621,-95.2084741643,
'Hunt County',341,33.1235953208,-96.0854546373,
'Sharp County',164,36.1611646374,-91.4798585278,
'Jefferson County',252,43.0208142456,-88.7758658272,
'Dinwiddie County',193,37.0759383564,-77.6322882986,
'Leflore County',101,33.5505241007,-90.3010646863,
'Jefferson County',92,40.3850195156,-80.7609722941,
'Okfuskee County',158,35.4654508069,-96.3227791208,
'Osborne County',132,39.3503339996,-98.7679898039,
'Fremont County',59,40.7455891853,-95.6046765408,
'Mecklenburg County',1015,35.2467670437,-80.8327311406,
'Merced County',502,37.191870471,-120.717688,
'Weakley County',156,36.2983026796,-88.7177438488,
'Morgan County',307,34.453472028,-86.8529215684,
'Grand Isle County',146,44.7968254915,-73.2948285063,
'Warren County',563,40.8571485251,-74.9973498515,
'Charles County',519,38.4736812339,-77.0134840998,
'Cleveland County',127,33.8983618624,-92.1851454385,
'Edwards County',110,37.887648789,-99.3121708301,
'Chaves County',91,33.3633180669,-104.466879578,
'Pershing County',27,40.4403578768,-118.404438052,
'Bernalillo County',1373,35.0513554263,-106.670199593,
'Salem County',372,39.5767751714,-75.3579856904,
'Brevard County',1524,28.300314142,-80.7012054832,
'Liberty County',128,30.2413631478,-84.8829111582,
'Madison County',219,40.1616556187,-85.7193451682,
'Kiowa County',303,38.4326851414,-102.740340455,
'Hamilton County',73,42.383771317,-93.7068096741,
'Bristol County',166,41.7055177405,-71.2860712513,
'Elmore County',107,32.5966480504,-86.1491465307,
'Loudoun County',773,39.090675859,-77.6357053514,
'Nash County',270,35.9672502839,-77.9864448378,
'Marion County',64,37.5525344711,-85.2696313766,
'Houston County',49,32.458996427,-83.6662408919,
'Delta County',52,45.7916364577,-86.8705966508,
'Caldwell County',91,37.1453332323,-87.8679057735,
'Casey County',181,37.3222824489,-84.9283681524,
'Meade County',109,37.9698391666,-86.2171786433,
'Bronx County',1090,40.8492096503,-73.8530695745,
'Perkins County',76,40.8509414055,-101.649613261,
'Calhoun County',185,28.4391092686,-96.6150736733,
'Allen County',94,36.7513165534,-86.1904186693,
'Walsh County',5,48.3694560358,-97.7213240867,
'Morgan County',156,36.1350244127,-84.6492037421,
'Custer County',218,38.1086779015,-105.367471778,
'Newton County',218,40.9558477436,-87.3975365943,
'Fulton County',85,36.3816695474,-91.8182352994,
'Clark County',69,44.2839056343,-112.351297512,
'Nobles County',67,43.6742397821,-95.7533863657,
'Jerome County',77,42.6899047449,-114.263941364,
'Carroll County',147,36.3410829938,-93.5381811083,
'Wells County',84,40.7291866469,-85.2212198576,
'Lawrence County',123,38.0678786159,-82.7347546613,
'Leon County',136,31.2965068087,-95.9956906534,
'Pitkin County',229,39.2171057452,-106.916577749,
'Miner County',47,44.0219511839,-97.6102451711,
'Northumberland County',43,37.854663265,-76.3795212302,
'Green Lake County',108,43.8003788931,-89.0448597042,
'Barrow County',279,33.9931962064,-83.7127549805,
'Ochiltree County',102,36.2784137139,-100.815653969,
'Lake County',54,36.3353843636,-89.493466796,
'Tuscaloosa County',193,33.2895498464,-87.525029952,
'Powhatan County',166,37.5501871513,-77.9151942586,
'Falls Church city',173,38.8847267106,-77.1751638221,
'Muskingum County',221,39.9654218536,-81.9443826591,
'Shackelford County',117,32.7359728732,-99.3540669412,
'Greene County',161,42.2765197661,-74.1227065013,
'Benton County',90,42.080174751,-92.0657317334,
'Halifax County',145,36.2574485453,-77.6517329831,
'Cheyenne County',126,39.7858693359,-101.731104218,
'Garza County',28,33.179875706,-101.298424102,
'Inyo County',317,36.5111268089,-117.410789686,
'Butler County',74,36.7164170862,-90.4065563831,
'Hot Spring County',286,34.3176480082,-92.9460691759,
'Mills County',230,41.0334522634,-95.621326718,
'Yalobusha County',72,34.028211563,-89.7076318397,
'Evangeline Parish',45,30.7289364182,-92.4059042007,
'Contra Costa County',735,37.9233794475,-121.951073113,
'Platte County',96,41.5712867683,-97.5211569987,
'Medina County',306,29.3556960535,-99.1101310166,
'Tolland County',259,41.855065982,-72.3365016791,
'Mineral County',112,37.6689956825,-106.924094646,
'Floyd County',255,38.3189286397,-85.9068307178,
'Alpine County',355,38.5972506332,-119.82065303,
'Pecos County',1,30.7810605096,-102.723570332,
'Roane County',276,35.8478552218,-84.5232421788,
'Jackson County',131,28.9542442328,-96.577680914,
'Windham County',227,41.8300455104,-71.9874782796,
'Tuscarawas County',132,40.4409599145,-81.4737695521,
'Cross County',182,35.2957261162,-90.771226853,
'Shelby County',162,33.2642770248,-86.6606484037,
'Manassas Park city',1286,38.7718774775,-77.4450310796,
'Sioux County',55,42.4877134885,-103.758878789,
'Colorado County',117,29.6208209311,-96.5262753522,
'Jackson County',100,34.5879709683,-99.4147585085,
'Morehouse Parish',87,32.8202181268,-91.801797046,
'Morgan County',268,39.4815483458,-86.4462121421,
'Troup County',222,33.0335103757,-85.0283367991,
'Humboldt County',29,40.7050090829,-123.915819446,
'Sussex County',79,36.9217518991,-77.261794619,
'Ellis County',172,36.2183807861,-99.754618136,
'Somerset County',785,40.5635069447,-74.6163366246,
'Augusta County',60,38.1644265021,-79.1338544675,
'Polk County',85,37.6164789768,-93.4005326616,
'Oneida County',215,42.1949698367,-112.539356598,
'Lincoln County',179,33.7453078269,-105.459295871,
'Switzerland County',78,38.8261607682,-85.0369979159,
'Carroll County',72,43.8738459397,-71.2029939175,
'Logan County',196,38.9173365456,-101.148391114,
'Dane County',725,43.0672901279,-89.4181224369,
'Ionia County',140,42.9450938315,-85.0746031181,
'Polk County',1694,27.9488714857,-81.6976853961,
'Audrain County',100,39.2157556331,-91.84158588,
'Colleton County',292,32.8434261558,-80.6496843171,
'Greene County',134,36.117697723,-90.5590717273,
'Henry County',80,38.448468036,-85.1189299735,
'Wheeler County',38,41.9147703039,-98.5281860324,
'Greenbrier County',208,37.9469326633,-80.4529516077,
'Dickenson County',69,37.1257911242,-82.350353152,
'Bristol city',81,36.6180054611,-82.1607018861,
'Will County',747,41.4450504457,-87.9786458597,
'Deaf Smith County',90,34.9660190366,-102.604926837,
'Clay County',199,39.3105207472,-94.4208652851,
'Des Moines County',92,40.9231743916,-91.181482989,
'Cumberland County',294,39.3280985807,-75.1293182687,
'Bastrop County',370,30.1036068701,-97.3120103867,
'Laurel County',113,37.1106705529,-84.11780032,
'Linn County',129,39.8702114727,-93.107175708,
'Red River County',229,33.6206818158,-95.0503607355,
'Chatham County',901,31.9739511211,-81.0939703133,
'Lee County',119,34.1632936569,-80.2545239336,
'Wyoming County',192,42.7023842075,-78.2244395122,
'Martinsville city',87,36.6826585529,-79.8636317706,
'Macoupin County',163,39.2610229552,-89.924455051,
'Jefferson County',88,38.3005234344,-88.9240091565,
'Sheridan County',172,39.3503577669,-100.441832361,
'Sutter County',261,39.0345595213,-121.694849665,
'Smith County',280,32.3750354288,-95.2691826825,
'Grant County',167,47.2056646774,-119.451761712,
'Bee County',180,28.4173932285,-97.7411901298,
'Adams County',76,46.9833438193,-118.560633062,
'Esmeralda County',402,37.7846965493,-117.632366036,
'Newton County',191,33.5550489458,-83.8501865375,
'Hunterdon County',661,40.5672969004,-74.9122477682,
'Cheatham County',262,36.2611569307,-87.0867695023,
'O''Brien County',33,43.0837526517,-95.6248783386,
'Walker County',199,33.8033347429,-87.2973573971,
'Montgomery County',167,32.2202579876,-86.2076142923,
'Brunswick County',70,34.0388755841,-78.2274071617,
'Union County',179,40.9629715402,-77.0622692252,
'Washington County',143,41.3356001857,-91.7178701959,
'Scott County',94,36.4285385751,-84.5035173074,
'Sioux County',34,43.082617377,-96.1778828448,
'Orange County',807,41.402131202,-74.3055376374,
'Grand County',313,40.102614944,-106.118358313,
'Wyandot County',100,40.8423638927,-83.3043780736,
'Cass County',173,41.331487609,-94.9278266277,
'Beaver County',346,40.6822625859,-80.3492877814,
'Adair County',146,35.8839481951,-94.658747151,
'Lincoln County',1,42.2638016191,-110.655947277,
'Calcasieu Parish',40,30.2292239003,-93.3579451616,
'Moody County',30,44.022011363,-96.6709220275,
'Wetzel County',63,39.6052632661,-80.6390976036,
'Monroe County',207,35.4426448889,-84.2528004804,
'Hamilton County',117,37.9991525438,-101.791256465,
'Perry County',107,32.6384656558,-87.2944007854,
'Cook County',65,31.1539910285,-83.4304650673,
'Lauderdale County',111,35.7610127808,-89.6314442054,
'Mercer County',133,41.2053450175,-90.7413938887,
'Fort Bend County',481,29.5274926713,-95.7708885981,
'Sibley County',94,44.5794783729,-94.2321420772,
'Upson County',143,32.8812700424,-84.2993435146,
'Macon County',181,39.8600027881,-88.9615519316,
'Rowan County',347,35.6394734632,-80.5247717485,
'Cabell County',119,38.4202968763,-82.2417166787,
'San Diego County',5133,33.028186394,-116.770204664,
'Warren County',77,35.6786827093,-85.778498039,
'Tompkins County',197,42.4520186799,-76.4736541298,
'Kendall County',456,41.590577647,-88.4287883539,
'Fayette County',70,42.8625961548,-91.8443243326,
'Perry County',76,31.1720242681,-88.9923282776,
'Tift County',58,31.4574378292,-83.5265943229,
'Miller County',98,38.2145295036,-92.428407769,
'Buchanan County',71,39.6597402335,-94.8059357005,
'Chisago County',43,45.5024730826,-92.9083421514,
'Colfax County',522,36.6061367396,-104.646842539,
'Huerfano County',279,37.6846796381,-104.960584534,
'Madison County',148,38.4137041563,-78.2792244734,
'Johnson County',190,38.8837685125,-94.8222610425,
'Winona County',78,43.9868496601,-91.779129433,
'Clay County',91,37.1596975589,-83.714662683,
'Dorchester County',183,38.4226080428,-76.0833253109,
'McHenry County',22,48.2345728769,-100.636289195,
'Laurens County',262,34.4835677354,-82.0059340359,
'Woods County',115,36.7669321614,-98.8651275082,
'Silver Bow County',88,45.9024044497,-112.656713468,
'Harmon County',76,34.7441185158,-99.8462501441,
'Coweta County',350,33.3534616689,-84.7633607428,
'Westchester County',695,41.1514811895,-73.7533906824,
'Clinton County',86,38.6064621876,-89.4224823889,
'St. Clair County',99,42.9311219743,-82.6643677239,
'Lamoille County',25,44.6057305617,-72.6414291047,
'Kane County',743,37.2850993946,-111.887766252,
'Meeker County',60,45.1231152442,-94.5273094656,
'Martin County',1555,27.0816164392,-80.3984639525,
'Oconto County',51,44.9985323069,-88.2205851408,
'Gosper County',115,40.5148205338,-99.8307042877,
'Greenville County',579,34.894336814,-82.3707710973,
'Arthur County',58,41.5689031802,-101.695910708,
'Rutherford County',261,35.4025956291,-81.9198334642,
'Johnson County',45,40.3926315712,-96.2650968936,
'Grundy County',247,41.2851032069,-88.4184956524,
'Penobscot County',89,45.4005123213,-68.6494281289,
'Murray County',45,44.0221214974,-95.7632758339,
'Coffee County',175,35.4906159935,-86.0747626426,
'Perry County',110,38.083736798,-89.3670210808,
'McKean County',237,41.8077476122,-78.5690251336,
'Larimer County',440,40.6664172232,-105.461144451,
'Washoe County',250,40.6655968327,-119.664306118,
'Jasper County',75,39.0100394517,-88.1538411275,
'Bradley County',283,35.154110294,-84.859602735,
'Liberty County',555,30.1516119464,-94.8122103741,
'Ben Hill County',21,31.7597819469,-83.2204589709,
'Campbell County',211,38.9464767816,-84.3796958206,
'Terrebonne Parish',98,29.3374418892,-90.8376399064,
'Cherokee County',281,35.0481998087,-81.620428677,
'Hardeman County',116,34.290293884,-99.7457167359,
'Davie County',220,35.929110866,-80.5444636482,
'Noble County',129,41.3985995057,-85.4174667322,
'Clay County',152,39.3927278538,-87.1157584406,
'Starr County',54,26.5621530438,-98.7383995925,
'Orange County',7952,33.6769134328,-117.776142822,
'Leake County',62,32.7535170026,-89.5240158465,
'Humboldt County',99,42.7764677574,-94.2071830507,
'Edgar County',195,39.6785303915,-87.7455648767,
'Hardin County',134,40.661536856,-83.6594624603,
'Missaukee County',31,44.3373203725,-85.0946817376,
'King County',206,33.6164757788,-100.255850072,
'Kenedy County',92,26.9280228765,-97.636461158,
'Lafourche Parish',65,29.5003322407,-90.402594527,
'Trimble County',96,38.6130327476,-85.3375681071,
'Norton County',95,39.7843853292,-99.9034768772,
'Spink County',44,44.9380153707,-98.3461899802,
'Benton County',129,36.0697841981,-88.0682731679,
'Louisa County',192,37.9781820266,-77.9628583492,
'Monroe County',227,39.1609175598,-86.5231372076,
'Lucas County',79,41.0293737922,-93.3277206567,
'Douglas County',37,45.9337163348,-95.453523681,
'Williams County',111,41.5602875792,-84.5881378939,
'Whitfield County',147,34.8056115749,-84.9672206823,
'Spalding County',234,33.2608769536,-84.2841507002,
'Franklin County',67,42.7325458524,-93.2624729913,
'Newport County',27,41.499810931,-71.2809786997,
'Roberts County',88,35.8384916737,-100.813444084,
'Livingston County',308,42.7280755442,-77.7754915036,
'Mercer County',73,40.422331371,-93.5685581671,
'Columbia County',176,43.4666080487,-89.3337362349,
'Wheeler County',133,35.4012788062,-100.269647513,
'Clark County',68,44.734724982,-90.6120571133,
'Acadia Parish',94,30.2905333588,-92.4119791169,
'Summit County',492,41.1259792495,-81.5321670204,
'Lawrence County',115,36.0412452465,-91.1070801351,
'Juneau County',117,43.9246050918,-90.1137916425,
'Rusk County',33,45.475142699,-91.1331318556,
'Waukesha County',544,43.0182145442,-88.3045082663,
'Hendricks County',408,39.769517371,-86.5099758786,
'Schenectady County',193,42.8181212402,-74.0585725636,
'Colfax County',82,41.5740218741,-97.0864647524,
'Ida County',48,42.3868746602,-95.5134961566,
'Steuben County',209,42.267809005,-77.3838032543,
'Jasper County',105,41.0229983046,-87.1161212419,
'Hutchinson County',27,43.3348466891,-97.7544162352,
'Douglas County',32,43.386924164,-98.3660983597,
'Worcester County',486,38.2164999843,-75.2966708247,
'Marshall County',132,34.0245101817,-96.7691343971,
'Independence County',142,35.7415534129,-91.5697116529,
'Lonoke County',269,34.7542368128,-91.8887898981,
'Colbert County',146,34.7004337984,-87.8049852867,
'Person County',164,36.3900951244,-78.9718051426,
'Trego County',158,38.9143249144,-99.8727358362,
'Lincoln County',53,33.7936596461,-82.4512128043,
'Jefferson County',106,40.1757608618,-97.1427156563,
'Newton County',68,36.9055088424,-94.3392465045,
'Los Angeles County',8195,34.1979978627,-118.26101385,
'Lamar County',71,31.2060330455,-89.5086725366,
'Carroll County',79,33.4485258506,-89.9201976988,
'Harrison County',98,32.5481331978,-94.3714865548,
'Rogers County',211,36.3715618824,-95.6043730203,
'Alcona County',33,44.6836233781,-83.1290075152,
'Webster County',119,37.2809053404,-92.8758770268,
'Cass County',98,40.761491497,-86.3459465589,
'Lee County',51,37.5947979696,-83.7162777687,
'Box Elder County',285,41.5210180281,-113.082022662,
'Wilkinson County',74,32.8024055204,-83.1712490669,
'Crowley County',410,38.326661062,-103.784825661,
'Custer County',113,41.394264035,-99.7261437929,
'Bolivar County',164,33.7955389816,-90.8804009104,
'San Jacinto County',189,30.5795335845,-95.1669012009,
'Richland County',157,40.7746843377,-82.5364843947,
'Kaufman County',458,32.5993157059,-96.287794573,
'Greenlee County',300,33.2154016682,-109.240355413,
'Clay County',56,31.6262755156,-84.9801029119,
'Lake County',205,42.7934613757,-120.38733759,
'Treutlen County',73,32.4038815035,-82.567282527,
'Jackson County',101,42.1717425857,-90.5742293965,
'Candler County',91,32.403442782,-82.0736728222,
'Coosa County',154,32.9362268304,-86.2476592648,
'Vanderburgh County',124,38.0249578597,-87.5857849635,
'Middlesex County',834,40.4400836596,-74.4088356547,
'Bristol County',195,41.7570882119,-71.0885008559,
'Washington County',98,43.3137033973,-73.4307589223,
'Hidalgo County',323,31.9141614433,-108.714976887,
'Montezuma County',381,37.3384339705,-108.596669828,
'Cedar County',65,37.7238515313,-93.8566135049,
'Cascade County',13,47.3079544484,-111.347045865,
'Livingston County',226,42.6029174357,-83.9115277453,
'Lake County',28,44.0220442699,-97.129376351,
'Caswell County',177,36.3932742158,-79.3335234769,
'Bedford County',84,37.3151524068,-79.5241721318,
'Washington County',127,35.9790563044,-94.2155848036,
'Scott County',126,36.7142829107,-82.6029222713,
